customer_id,session_id,interaction_type,product_id,category,location,browsing_history,cart_items,saved_for_later,purchase_status,purchase_date,discounted,feedback_rating,preferred_categories
customer1,47,online,P0391,Clothing,Los Angeles,"['Electronics', 'Groceries', 'Books', 'Clothing']",['P0276'],"['P0081', 'P0169']",Not Purchased,2024-03-13,True,,Books
customer1,19,offline,P0296,Books,Chicago,"['Electronics', 'Books', 'Home Decor', 'Home Decor']","['P0356', 'P0166']","['P0479', 'P0464']",Not Purchased,2024-04-26,False,1,Clothing
customer1,92,offline,P0139,Groceries,New York,"['Groceries', 'Groceries', 'Books']","['P0204', 'P0176']","['P0273', 'P0082']",Purchased,2024-01-15,True,4,Clothing
customer1,34,online,P0350,Books,,['Clothing'],"['P0020', 'P0413']",[],Not Purchased,2024-11-25,True,4,Clothing
customer1,10,offline,P0028,Groceries,Chicago,"['Groceries', 'Electronics', 'Clothing']","['P0404', 'P0428', 'P0029']",['P0078'],Not Purchased,2024-06-14,False,1,Books
customer1,60,offline,P0239,Electronics,Chicago,['Groceries'],"['P0317', 'P0344', 'P0025']",[],Not Purchased,2024-10-11,False,4,Electronics
customer1,77,offline,P0141,Books,,"['Home Decor', 'Groceries', 'Home Decor', 'Clothing']",['P0183'],"['P0441', 'P0453']",Purchased,2024-04-23,False,,Electronics
customer1,61,online,P0283,Electronics,,"['Books', 'Home Decor']","['P0145', 'P0464']",[],Not Purchased,2024-05-10,True,,Home Decor
customer1,66,online,P0084,Books,Chicago,['Home Decor'],"['P0302', 'P0328', 'P0083']",['P0310'],Not Purchased,2024-01-27,True,5,Clothing
customer1,45,online,P0288,Electronics,San Francisco,"['Books', 'Clothing', 'Clothing']","['P0026', 'P0431']",[],Purchased,2024-09-12,True,,Home Decor
customer1,86,online,P0449,Clothing,Chicago,['Electronics'],"['P0193', 'P0320']",[],Purchased,2024-01-03,False,1,Clothing
customer1,27,offline,P0078,Groceries,San Francisco,"['Books', 'Home Decor']","['P0380', 'P0086', 'P0288']","['P0125', 'P0138']",Purchased,2024-01-20,True,,Electronics
customer1,85,online,P0356,Electronics,Los Angeles,"['Electronics', 'Books', 'Electronics', 'Clothing']",['P0144'],"['P0499', 'P0487']",Not Purchased,2024-12-14,True,2,Groceries
customer1,29,online,P0172,Clothing,Chicago,"['Clothing', 'Home Decor']",['P0400'],[],Purchased,2024-04-21,False,5,Groceries
customer1,9,offline,P0247,Electronics,Chicago,"['Books', 'Home Decor', 'Books', 'Books']","['P0491', 'P0432', 'P0321']",['P0425'],Purchased,2024-06-04,True,5,Groceries
customer1,26,offline,P0104,Clothing,San Francisco,"['Home Decor', 'Groceries', 'Clothing']","['P0445', 'P0195']",[],Purchased,2024-09-02,True,5,Groceries
customer1,54,online,P0134,Electronics,Chicago,['Books'],"['P0480', 'P0309', 'P0017']",[],Purchased,2024-10-29,False,,Books
customer1,86,online,P0293,Clothing,,"['Electronics', 'Books', 'Books', 'Electronics']","['P0143', 'P0171']","['P0086', 'P0173']",Purchased,2024-09-08,False,,Books
customer1,8,online,P0455,Electronics,San Francisco,"['Electronics', 'Groceries', 'Books']","['P0451', 'P0271', 'P0380']","['P0112', 'P0384']",Not Purchased,2024-07-23,True,1,Groceries
customer1,12,online,P0057,Clothing,New York,['Electronics'],"['P0476', 'P0099', 'P0471']",[],Purchased,2024-10-31,True,3,Electronics
customer1,83,online,P0026,Home Decor,New York,"['Electronics', 'Clothing']","['P0408', 'P0029']",['P0394'],Purchased,2024-10-31,True,2,Books
customer1,76,offline,P0251,Groceries,Chicago,['Electronics'],['P0343'],['P0150'],Not Purchased,2024-11-07,False,,Electronics
customer1,29,online,P0016,Clothing,Los Angeles,['Clothing'],"['P0015', 'P0131', 'P0190']",[],Not Purchased,2024-10-26,False,5,Groceries
customer1,38,online,P0011,Groceries,,"['Groceries', 'Clothing', 'Home Decor', 'Electronics']",['P0214'],"['P0202', 'P0025']",Purchased,2024-10-10,True,,Electronics
customer1,69,online,P0081,Home Decor,San Francisco,"['Home Decor', 'Books', 'Electronics', 'Clothing']",['P0063'],"['P0030', 'P0278']",Not Purchased,2024-04-04,True,,Electronics
customer1,39,online,P0292,Clothing,Chicago,"['Books', 'Groceries', 'Home Decor']","['P0473', 'P0133', 'P0293']",['P0262'],Purchased,2024-04-17,False,4,Groceries
customer1,2,offline,P0413,Clothing,San Francisco,"['Home Decor', 'Books']","['P0294', 'P0340']",['P0037'],Not Purchased,2024-04-13,False,,Clothing
customer1,9,offline,P0385,Home Decor,San Francisco,"['Electronics', 'Home Decor']","['P0145', 'P0362']",['P0440'],Purchased,2024-11-03,False,,Electronics
customer1,2,offline,P0402,Clothing,Los Angeles,"['Books', 'Clothing', 'Clothing']","['P0304', 'P0141', 'P0421']","['P0321', 'P0080']",Purchased,2024-05-23,False,,Clothing
customer1,30,online,P0117,Home Decor,Los Angeles,"['Books', 'Books', 'Clothing']","['P0336', 'P0122', 'P0386']",['P0166'],Not Purchased,2024-11-29,True,,Groceries
customer1,46,online,P0375,Clothing,Los Angeles,"['Books', 'Groceries']","['P0240', 'P0380', 'P0473']","['P0455', 'P0130']",Purchased,2024-04-15,True,,Electronics
customer1,43,online,P0300,Clothing,New York,"['Clothing', 'Home Decor', 'Books']","['P0301', 'P0117']",['P0060'],Not Purchased,2024-07-18,False,5,Groceries
customer1,29,offline,P0425,Electronics,New York,"['Clothing', 'Electronics', 'Books', 'Home Decor']",['P0243'],['P0021'],Purchased,2024-03-12,False,,Clothing
customer1,58,offline,P0262,Electronics,,"['Home Decor', 'Home Decor', 'Groceries', 'Groceries']",['P0117'],"['P0334', 'P0219']",Purchased,2024-02-19,True,2,Clothing
customer1,63,online,P0331,Electronics,New York,['Electronics'],['P0184'],['P0475'],Purchased,2024-05-21,True,5,Clothing
customer1,75,online,P0193,Clothing,San Francisco,"['Electronics', 'Clothing']",['P0250'],['P0208'],Purchased,2024-11-30,False,4,Groceries
customer1,47,online,P0408,Home Decor,Los Angeles,"['Clothing', 'Groceries', 'Groceries']","['P0341', 'P0163']","['P0438', 'P0199']",Not Purchased,2024-09-15,False,,Electronics
customer1,12,online,P0346,Groceries,San Francisco,['Books'],"['P0078', 'P0108', 'P0343']",[],Not Purchased,2024-08-25,False,3,Electronics
customer1,12,online,P0428,Home Decor,San Francisco,"['Books', 'Groceries']",['P0214'],"['P0493', 'P0108']",Purchased,2024-10-03,False,,Home Decor
customer1,98,online,P0069,Clothing,New York,['Books'],"['P0182', 'P0212', 'P0135']",[],Purchased,2024-10-23,True,,Electronics
customer1,86,online,P0258,Home Decor,Chicago,"['Groceries', 'Books', 'Groceries']","['P0139', 'P0377']","['P0292', 'P0407']",Purchased,2024-09-25,True,,Electronics
customer1,51,online,P0253,Books,Los Angeles,"['Books', 'Books', 'Groceries', 'Electronics']","['P0357', 'P0119', 'P0452']",[],Not Purchased,2024-11-02,False,4,Books
customer1,34,online,P0476,Home Decor,New York,"['Groceries', 'Clothing', 'Clothing']","['P0180', 'P0103']","['P0167', 'P0257']",Not Purchased,2024-05-04,True,,Groceries
customer1,62,offline,P0393,Home Decor,New York,"['Electronics', 'Books']","['P0377', 'P0096']",[],Not Purchased,2024-06-12,True,2,Books
customer1,53,online,P0142,Clothing,Los Angeles,"['Electronics', 'Home Decor', 'Books']","['P0093', 'P0097', 'P0348']",['P0130'],Not Purchased,2024-11-06,True,4,Groceries
customer1,77,offline,P0128,Clothing,Chicago,"['Electronics', 'Electronics', 'Home Decor']","['P0191', 'P0333', 'P0345']",['P0187'],Purchased,2024-11-11,False,5,Groceries
customer1,83,offline,P0083,Groceries,,['Home Decor'],"['P0200', 'P0478', 'P0295']",['P0314'],Not Purchased,2024-10-07,True,4,Electronics
customer1,11,offline,P0140,Electronics,Chicago,['Home Decor'],"['P0073', 'P0341']",[],Not Purchased,2024-09-19,False,5,Groceries
customer1,4,offline,P0116,Groceries,,"['Electronics', 'Books', 'Clothing', 'Electronics']","['P0441', 'P0025', 'P0269']","['P0125', 'P0256']",Purchased,2024-03-03,True,4,Clothing
customer1,2,offline,P0482,Home Decor,New York,"['Books', 'Electronics']","['P0087', 'P0455', 'P0415']",[],Purchased,2024-04-03,False,4,Clothing
customer1,60,offline,P0138,Groceries,New York,"['Clothing', 'Home Decor']","['P0190', 'P0241']",[],Not Purchased,2024-02-16,True,1,Home Decor
customer1,75,offline,P0208,Books,New York,"['Electronics', 'Books']",['P0470'],"['P0300', 'P0409']",Purchased,2024-02-12,False,5,Home Decor
customer1,21,online,P0103,Clothing,New York,"['Clothing', 'Electronics']",['P0044'],[],Purchased,2024-01-21,True,,Clothing
customer1,55,online,P0402,Groceries,Chicago,"['Electronics', 'Books']","['P0347', 'P0320']",['P0067'],Not Purchased,2024-07-09,False,5,Clothing
customer1,89,offline,P0010,Books,Los Angeles,"['Books', 'Clothing', 'Groceries']","['P0205', 'P0482', 'P0059']","['P0494', 'P0272']",Purchased,2024-12-01,False,4,Clothing
customer1,98,online,P0412,Home Decor,,"['Clothing', 'Clothing']","['P0466', 'P0437', 'P0240']",['P0310'],Purchased,2024-04-22,True,1,Groceries
customer1,71,offline,P0208,Books,Chicago,"['Groceries', 'Home Decor', 'Clothing', 'Home Decor']",['P0303'],['P0120'],Not Purchased,2024-01-07,True,3,Electronics
customer1,18,offline,P0278,Groceries,,"['Groceries', 'Clothing', 'Clothing']",['P0473'],"['P0082', 'P0012']",Purchased,2024-07-06,True,5,Clothing
customer1,13,offline,P0436,Electronics,,"['Home Decor', 'Books']","['P0307', 'P0150', 'P0049']","['P0332', 'P0177']",Not Purchased,2024-02-03,False,2,Clothing
customer1,36,online,P0409,Clothing,,"['Electronics', 'Groceries', 'Electronics']","['P0185', 'P0428', 'P0117']",[],Purchased,2024-03-29,True,,Home Decor
customer1,6,offline,P0393,Home Decor,,['Electronics'],['P0029'],"['P0162', 'P0483']",Not Purchased,2024-07-19,False,,Groceries
customer1,72,offline,P0443,Electronics,Los Angeles,"['Groceries', 'Clothing', 'Clothing', 'Home Decor']","['P0383', 'P0478']",[],Purchased,2024-01-01,False,,Clothing
customer1,42,offline,P0185,Books,Chicago,"['Books', 'Clothing', 'Home Decor']",['P0110'],"['P0276', 'P0140']",Purchased,2024-10-12,True,3,Clothing
customer1,13,offline,P0207,Electronics,,['Books'],"['P0366', 'P0084', 'P0060']",[],Not Purchased,2024-09-19,True,5,Home Decor
customer1,37,offline,P0183,Electronics,,"['Books', 'Clothing', 'Home Decor', 'Electronics']","['P0493', 'P0010', 'P0167']",['P0204'],Purchased,2024-06-12,True,1,Electronics
customer1,15,offline,P0313,Books,New York,"['Electronics', 'Electronics', 'Clothing']","['P0275', 'P0490']","['P0427', 'P0177']",Purchased,2024-03-08,True,5,Books
customer1,5,online,P0444,Electronics,,"['Books', 'Groceries', 'Home Decor']","['P0065', 'P0015']",['P0224'],Purchased,2024-12-08,True,2,Home Decor
customer1,7,offline,P0496,Groceries,,['Home Decor'],"['P0212', 'P0141', 'P0314']",[],Not Purchased,2024-01-27,False,4,Clothing
customer1,66,online,P0110,Electronics,Chicago,"['Groceries', 'Home Decor', 'Groceries', 'Clothing']","['P0439', 'P0414', 'P0477']","['P0314', 'P0306']",Purchased,2024-02-01,True,,Electronics
customer1,5,online,P0246,Home Decor,,"['Home Decor', 'Electronics']","['P0131', 'P0427', 'P0343']",['P0038'],Purchased,2024-11-13,True,4,Electronics
customer1,93,online,P0079,Home Decor,,"['Clothing', 'Clothing', 'Groceries', 'Clothing']","['P0119', 'P0313']",['P0084'],Purchased,2024-01-17,True,4,Books
customer1,77,offline,P0107,Home Decor,,"['Books', 'Groceries', 'Electronics']","['P0494', 'P0419', 'P0404']",['P0313'],Purchased,2024-03-12,True,3,Home Decor
customer1,90,offline,P0243,Groceries,,['Groceries'],"['P0127', 'P0006']",[],Purchased,2024-12-12,True,,Groceries
customer1,56,offline,P0116,Books,Chicago,"['Home Decor', 'Electronics', 'Groceries', 'Books']","['P0357', 'P0237']",[],Purchased,2024-10-06,True,3,Groceries
customer1,90,offline,P0219,Groceries,Chicago,"['Home Decor', 'Groceries', 'Electronics']",['P0308'],"['P0154', 'P0486']",Purchased,2024-09-18,True,5,Electronics
customer1,38,online,P0315,Electronics,,['Clothing'],"['P0231', 'P0140', 'P0048']","['P0351', 'P0261']",Purchased,2024-12-26,True,5,Books
customer1,7,online,P0432,Electronics,San Francisco,"['Home Decor', 'Groceries']","['P0100', 'P0249', 'P0473']","['P0405', 'P0001']",Not Purchased,2024-02-12,False,,Books
customer1,74,offline,P0213,Home Decor,New York,['Groceries'],"['P0320', 'P0159', 'P0098']",[],Purchased,2024-08-04,False,,Groceries
customer1,71,offline,P0327,Groceries,Los Angeles,"['Clothing', 'Groceries', 'Books', 'Clothing']",['P0155'],['P0022'],Not Purchased,2024-04-08,False,2,Clothing
customer1,69,online,P0072,Groceries,New York,"['Home Decor', 'Home Decor', 'Clothing', 'Clothing']",['P0054'],['P0428'],Not Purchased,2024-11-24,True,,Electronics
customer1,79,offline,P0346,Books,Chicago,['Home Decor'],"['P0056', 'P0056']",[],Purchased,2024-02-23,True,,Electronics
customer1,37,offline,P0118,Clothing,,"['Groceries', 'Books']",['P0181'],"['P0454', 'P0440']",Purchased,2024-05-19,True,,Clothing
customer1,88,offline,P0391,Clothing,New York,['Books'],"['P0293', 'P0383', 'P0420']",[],Purchased,2024-09-20,True,4,Books
customer1,58,online,P0014,Home Decor,Los Angeles,['Groceries'],['P0246'],[],Not Purchased,2024-11-27,True,4,Clothing
customer1,88,offline,P0493,Electronics,,['Groceries'],"['P0214', 'P0365']","['P0229', 'P0037']",Not Purchased,2024-01-27,True,5,Groceries
customer1,7,offline,P0157,Clothing,,"['Electronics', 'Groceries']","['P0219', 'P0184', 'P0414']",['P0400'],Purchased,2024-06-08,True,1,Clothing
customer1,56,online,P0025,Groceries,San Francisco,['Electronics'],['P0253'],"['P0351', 'P0397']",Not Purchased,2024-02-06,False,4,Home Decor
customer1,49,online,P0314,Home Decor,,"['Home Decor', 'Home Decor', 'Books', 'Electronics']","['P0115', 'P0118', 'P0483']",['P0338'],Purchased,2024-09-15,False,2,Clothing
customer1,40,offline,P0057,Groceries,San Francisco,"['Books', 'Books', 'Books']","['P0019', 'P0418', 'P0497']","['P0074', 'P0219']",Purchased,2024-11-13,False,5,Electronics
customer1,93,offline,P0458,Groceries,New York,['Groceries'],['P0383'],"['P0223', 'P0190']",Purchased,2024-04-25,False,3,Electronics
customer1,6,offline,P0198,Clothing,San Francisco,['Books'],"['P0012', 'P0453', 'P0164']",['P0089'],Purchased,2024-01-07,True,4,Books
customer1,13,online,P0234,Groceries,Los Angeles,"['Clothing', 'Books', 'Clothing']","['P0372', 'P0477']","['P0367', 'P0274']",Purchased,2024-05-25,False,1,Home Decor
customer1,46,offline,P0154,Books,New York,"['Groceries', 'Books']",['P0265'],"['P0068', 'P0451']",Not Purchased,2024-08-02,True,4,Home Decor
customer1,15,offline,P0076,Clothing,New York,"['Electronics', 'Home Decor', 'Home Decor', 'Groceries']","['P0115', 'P0223', 'P0115']","['P0133', 'P0061']",Purchased,2024-10-15,False,,Books
customer1,31,online,P0176,Books,,"['Books', 'Clothing', 'Books', 'Books']","['P0001', 'P0041', 'P0288']",[],Not Purchased,2024-09-12,True,,Electronics
customer1,61,offline,P0303,Home Decor,San Francisco,"['Clothing', 'Groceries', 'Groceries']","['P0426', 'P0448', 'P0257']",[],Not Purchased,2024-11-09,True,4,Clothing
customer1,32,offline,P0222,Electronics,,"['Books', 'Clothing', 'Groceries', 'Books']",['P0262'],"['P0402', 'P0173']",Purchased,2024-01-14,False,5,Books
customer1,34,online,P0202,Electronics,Los Angeles,['Home Decor'],"['P0452', 'P0115']",[],Purchased,2024-01-15,False,4,Electronics
customer1,43,offline,P0280,Groceries,San Francisco,['Clothing'],"['P0254', 'P0016']",[],Purchased,2024-12-28,False,3,Home Decor
customer1,97,online,P0460,Electronics,New York,"['Electronics', 'Clothing']","['P0183', 'P0395', 'P0332']","['P0475', 'P0129']",Purchased,2024-05-26,False,5,Books
customer1,49,online,P0165,Books,Los Angeles,['Electronics'],['P0211'],"['P0347', 'P0456']",Not Purchased,2024-02-05,True,,Groceries
customer1,80,online,P0218,Electronics,Chicago,['Groceries'],['P0122'],[],Not Purchased,2024-03-05,False,1,Electronics
customer1,3,offline,P0226,Home Decor,,['Electronics'],"['P0060', 'P0418', 'P0458']",['P0152'],Not Purchased,2024-03-24,True,3,Electronics
customer1,51,online,P0072,Electronics,San Francisco,"['Clothing', 'Clothing']","['P0249', 'P0367']","['P0276', 'P0354']",Not Purchased,2024-06-21,True,1,Books
customer1,51,online,P0457,Electronics,San Francisco,['Books'],"['P0025', 'P0315', 'P0269']",[],Not Purchased,2024-11-17,True,3,Electronics
customer1,36,offline,P0288,Clothing,New York,"['Electronics', 'Books', 'Electronics']","['P0181', 'P0192']",['P0025'],Purchased,2024-12-08,False,5,Electronics
customer1,28,offline,P0057,Clothing,San Francisco,"['Clothing', 'Groceries']","['P0359', 'P0149']",['P0133'],Purchased,2024-10-06,True,,Groceries
customer1,51,offline,P0303,Clothing,Chicago,['Home Decor'],['P0024'],"['P0045', 'P0196']",Purchased,2024-02-09,True,2,Electronics
customer1,18,offline,P0234,Groceries,New York,"['Clothing', 'Electronics', 'Electronics', 'Books']","['P0343', 'P0049']",[],Purchased,2024-09-25,True,4,Clothing
customer1,21,offline,P0266,Electronics,San Francisco,"['Groceries', 'Groceries', 'Home Decor']","['P0347', 'P0207', 'P0231']",['P0132'],Purchased,2024-08-07,True,3,Clothing
customer1,58,online,P0139,Home Decor,New York,"['Clothing', 'Groceries', 'Electronics']","['P0416', 'P0028', 'P0173']",['P0041'],Not Purchased,2024-10-07,True,5,Electronics
customer1,45,online,P0492,Groceries,,"['Electronics', 'Clothing', 'Electronics', 'Home Decor']",['P0168'],['P0204'],Purchased,2024-04-04,False,4,Clothing
customer1,61,online,P0136,Books,New York,['Groceries'],['P0319'],[],Purchased,2024-07-07,True,4,Books
customer1,89,online,P0183,Books,,"['Groceries', 'Clothing', 'Clothing']","['P0190', 'P0382']","['P0279', 'P0346']",Not Purchased,2024-03-19,True,,Electronics
customer1,49,offline,P0362,Home Decor,Chicago,['Groceries'],"['P0426', 'P0287']",[],Not Purchased,2024-12-19,False,5,Home Decor
customer1,83,offline,P0005,Books,,"['Books', 'Groceries']",['P0223'],['P0383'],Purchased,2024-12-27,True,5,Home Decor
customer1,98,online,P0113,Groceries,Los Angeles,"['Books', 'Clothing', 'Electronics', 'Electronics']","['P0147', 'P0336', 'P0392']",['P0319'],Not Purchased,2024-02-13,True,,Electronics
customer1,27,online,P0378,Electronics,,['Books'],['P0267'],"['P0375', 'P0266']",Purchased,2024-04-18,False,,Groceries
customer1,67,offline,P0291,Groceries,Chicago,"['Home Decor', 'Electronics', 'Books', 'Home Decor']","['P0413', 'P0309', 'P0101']","['P0470', 'P0122']",Not Purchased,2024-05-03,False,5,Books
customer1,70,online,P0466,Home Decor,Chicago,"['Groceries', 'Clothing', 'Home Decor', 'Electronics']","['P0175', 'P0022', 'P0387']","['P0124', 'P0062']",Purchased,2024-04-06,True,4,Electronics
customer1,17,online,P0123,Clothing,San Francisco,"['Clothing', 'Groceries', 'Electronics', 'Home Decor']","['P0279', 'P0113']",[],Purchased,2024-05-04,False,4,Clothing
customer1,45,offline,P0349,Clothing,,"['Electronics', 'Books', 'Books']","['P0490', 'P0481']",['P0468'],Purchased,2024-04-04,False,5,Home Decor
customer1,58,offline,P0391,Clothing,,"['Home Decor', 'Home Decor', 'Groceries', 'Groceries']","['P0315', 'P0111', 'P0220']",[],Not Purchased,2024-10-27,False,4,Home Decor
customer1,70,online,P0326,Home Decor,San Francisco,"['Clothing', 'Home Decor']","['P0008', 'P0433', 'P0392']",['P0226'],Purchased,2024-11-12,True,2,Groceries
customer1,85,offline,P0171,Groceries,Los Angeles,"['Clothing', 'Electronics', 'Groceries']",['P0368'],['P0421'],Purchased,2024-03-29,False,1,Clothing
customer1,31,offline,P0376,Clothing,New York,['Home Decor'],['P0333'],['P0306'],Purchased,2024-07-02,False,,Books
customer1,93,online,P0319,Books,Chicago,"['Home Decor', 'Electronics', 'Home Decor', 'Groceries']","['P0279', 'P0474']",['P0345'],Purchased,2024-10-10,True,4,Home Decor
customer1,46,online,P0231,Books,Los Angeles,"['Books', 'Electronics', 'Electronics', 'Books']","['P0138', 'P0269']","['P0193', 'P0458']",Purchased,2024-07-27,False,5,Home Decor
customer1,70,online,P0362,Clothing,San Francisco,"['Books', 'Home Decor', 'Home Decor']",['P0306'],"['P0244', 'P0470']",Purchased,2024-08-29,False,5,Home Decor
customer1,96,offline,P0318,Groceries,San Francisco,"['Clothing', 'Electronics', 'Clothing', 'Books']","['P0228', 'P0253']","['P0119', 'P0287']",Not Purchased,2024-02-25,True,,Groceries
